"ip","app","device","os","channel","click_time","attributed_time","is_attributed"
95820,12,2,9,265,"2017-11-08 10:37:44","",0
3376,15,1,53,386,"2017-11-08 03:37:44","",0
10314,12,1,13,481,"2017-11-09 05:07:01","",0
49585,20,1,19,478,"2017-11-06 22:10:36","",0
227290,9,1,13,442,"2017-11-08 15:01:49","",0
121948,2,1,19,469,"2017-11-07 02:17:09","",0
64268,18,1,13,134,"2017-11-09 09:15:14","",0
84869,8,1,22,145,"2017-11-09 14:56:27","",0
233899,20,1,19,259,"2017-11-07 17:02:37","",0
5721,26,1,8,121,"2017-11-08 04:04:12","",0
77763,18,1,1,107,"2017-11-09 00:55:46","",0
73671,2,1,13,401,"2017-11-07 12:25:43","",0
129673,26,1,14,266,"2017-11-08 03:51:23","",0
38763,12,1,9,265,"2017-11-07 08:25:12","",0
39561,3,1,13,379,"2017-11-07 03:54:40","",0
179253,18,1,15,134,"2017-11-08 21:32:51","",0
67682,21,1,13,128,"2017-11-08 13:26:55","",0
78905,29,1,13,343,"2017-11-08 12:49:59","",0
156944,12,1,9,409,"2017-11-08 09:04:30","",0
20296,3,1,13,153,"2017-11-08 00:09:28","",0
119289,3,1,13,489,"2017-11-07 01:20:51","",0
57425,18,1,17,107,"2017-11-07 10:53:46","",0
5704,2,1,8,469,"2017-11-08 14:13:41","",0
39670,2,1,22,237,"2017-11-08 12:04:53","",0
19510,18,1,866,107,"2017-11-09 07:53:18","",0
32506,12,1,25,19,"2017-11-08 10:23:08","",0
11051,2,1,8,477,"2017-11-09 09:08:13","",0
109310,10,1,13,377,"2017-11-07 08:10:09","",0
32757,2,1,13,219,"2017-11-09 08:35:59","",0
25679,183,3543,748,347,"2017-11-07 16:41:01","",0
179006,18,1,10,107,"2017-11-07 07:30:39","",0
29993,2,1,19,477,"2017-11-08 03:46:53","",0
89722,9,1,18,232,"2017-11-07 13:33:37","",0
66172,13,1,19,477,"2017-11-08 15:19:00","",0
100176,8,1,43,145,"2017-11-09 09:56:53","",0
5314,21,2,19,128,"2017-11-08 10:11:48","",0
153181,23,1,13,153,"2017-11-07 15:57:04","",0
101240,2,1,22,435,"2017-11-08 08:16:33","",0
14477,18,1,19,439,"2017-11-07 14:06:10","",0
25553,2,2,20,205,"2017-11-09 07:00:12","",0
41313,15,2,9,315,"2017-11-07 02:22:39","",0
49602,12,1,19,265,"2017-11-08 11:51:12","",0
105475,64,1,19,459,"2017-11-07 10:41:50","",0
111219,9,1,19,442,"2017-11-09 13:36:34","",0
144495,2,1,18,477,"2017-11-07 15:58:16","",0
39861,3,1,13,280,"2017-11-07 05:40:25","",0
19370,9,1,19,445,"2017-11-09 14:18:28","",0
8595,1,1,16,135,"2017-11-06 16:58:33","",0
105058,14,1,11,123,"2017-11-08 04:54:57","",0
97716,15,1,15,3,"2017-11-07 09:14:12","",0
53960,12,1,18,212,"2017-11-09 13:01:52","",0
83595,3,1,19,19,"2017-11-08 07:16:36","",0
33943,1,1,18,137,"2017-11-06 23:17:23","",0
296958,9,1,19,127,"2017-11-08 16:58:45","",0
73516,3,1,19,280,"2017-11-09 04:04:19","",0
123945,21,1,6,128,"2017-11-07 02:46:18","",0
112681,2,1,47,122,"2017-11-08 04:08:33","",0
111025,12,2,13,265,"2017-11-08 11:40:59","",0
53454,18,1,19,107,"2017-11-08 12:45:53","",0
2076,2,1,19,237,"2017-11-07 07:27:04","",0
9841,12,1,32,265,"2017-11-07 05:01:41","",0
123994,8,1,17,145,"2017-11-07 03:20:49","",0
33156,2,1,13,477,"2017-11-07 03:12:50","",0
45757,12,1,22,259,"2017-11-09 04:00:31","",0
77127,3,1,12,280,"2017-11-08 11:02:07","",0
102206,3,1,19,280,"2017-11-08 11:24:55","",0
25373,9,1,18,134,"2017-11-08 22:05:34","",0
83699,18,3543,748,107,"2017-11-08 07:24:00","",0
48170,1,1,16,134,"2017-11-08 12:29:44","",0
29993,18,1,18,107,"2017-11-07 23:57:46","",0
119723,10,1,19,377,"2017-11-09 04:21:34","",0
116366,14,1,10,439,"2017-11-08 17:06:15","",0
124470,9,1,19,466,"2017-11-09 15:08:14","",0
14342,3,1,13,115,"2017-11-09 12:03:10","",0
120185,12,1,15,265,"2017-11-08 07:49:04","",0
56754,8,2,11,259,"2017-11-07 23:32:35","",0
6269,2,1,53,477,"2017-11-07 03:30:44","",0
88024,2,1,19,212,"2017-11-07 15:15:36","",0
100383,3,1,19,280,"2017-11-08 01:08:56","",0
66003,15,1,13,3,"2017-11-08 06:41:26","",0
29611,2,1,31,212,"2017-11-07 07:42:43","",0
100494,64,1,8,459,"2017-11-07 13:32:03","",0
53454,12,1,13,259,"2017-11-08 04:58:59","",0
7528,12,1,13,135,"2017-11-08 14:55:57","",0
32286,8,1,19,145,"2017-11-09 07:42:41","",0
41261,18,1,13,107,"2017-11-07 12:47:17","",0
113832,13,1,37,400,"2017-11-08 08:16:05","",0
50375,3,1,13,379,"2017-11-07 03:45:27","",0
224120,19,0,29,213,"2017-11-08 02:22:13","2017-11-08 02:22:38",1
272894,10,1,7,113,"2017-11-08 06:10:05","2017-11-08 06:10:37",1
79001,19,0,0,213,"2017-11-07 09:54:22","2017-11-07 11:59:05",1
131029,19,0,0,343,"2017-11-09 10:58:46","2017-11-09 11:52:01",1
40352,19,0,0,213,"2017-11-07 22:19:03","2017-11-08 01:55:02",1
48733,35,1,18,274,"2017-11-07 12:25:50","2017-11-07 13:10:30",1
330861,35,1,22,21,"2017-11-08 18:54:44","2017-11-08 22:39:52",1
309576,5,1,32,113,"2017-11-09 08:47:51","2017-11-09 08:47:55",1
220571,71,1,25,3,"2017-11-08 04:35:21","2017-11-08 04:37:46",1
240051,35,1,19,21,"2017-11-08 08:07:13","2017-11-08 09:46:42",1
110652,19,16,0,213,"2017-11-09 08:15:34","2017-11-09 09:30:19",1
252612,5,1,31,113,"2017-11-07 20:21:11","2017-11-07 20:21:42",1
48072,19,21,24,213,"2017-11-07 05:17:29","2017-11-07 06:49:01",1
12506,62,1,19,21,"2017-11-08 05:56:57","2017-11-08 08:56:58",1
184467,35,1,30,274,"2017-11-07 22:29:06","2017-11-08 00:16:14",1
202255,5,1,27,113,"2017-11-07 03:59:38","2017-11-07 04:00:09",1
182552,19,30,0,213,"2017-11-07 07:44:06","2017-11-07 07:56:49",1
303875,71,1,19,3,"2017-11-09 15:13:48","2017-11-09 15:17:13",1
286187,29,1,18,213,"2017-11-08 14:04:39","2017-11-08 14:35:39",1
303017,10,1,32,113,"2017-11-09 07:37:41","2017-11-09 07:38:10",1
267281,72,1,17,101,"2017-11-07 23:09:28","2017-11-07 23:12:03",1
307483,9,1,22,442,"2017-11-08 20:00:28","2017-11-09 08:52:49",1
199419,10,1,61,113,"2017-11-07 07:55:23","2017-11-07 07:55:54",1
58560,35,1,19,21,"2017-11-07 03:19:07","2017-11-07 03:38:32",1
243446,10,1,61,113,"2017-11-08 10:36:52","2017-11-08 10:37:23",1
85928,19,0,0,213,"2017-11-09 09:26:51","2017-11-09 09:44:00",1
32247,18,1,20,134,"2017-11-08 00:43:56","2017-11-08 00:48:35",1
22109,11,1,19,487,"2017-11-07 01:04:23","2017-11-07 01:19:12",1
118252,19,957,59,213,"2017-11-07 13:19:35","2017-11-07 13:22:10",1
254101,19,33,29,213,"2017-11-08 14:24:03","2017-11-08 14:25:07",1
325093,35,1,19,21,"2017-11-09 00:02:24","2017-11-09 07:11:19",1
127848,72,1,22,101,"2017-11-07 11:17:35","2017-11-07 11:18:09",1
96637,19,102,24,213,"2017-11-07 00:53:43","2017-11-07 08:32:53",1
5348,29,1,19,343,"2017-11-07 23:07:12","2017-11-07 23:07:41",1
127369,10,1,37,113,"2017-11-07 01:37:07","2017-11-07 01:37:32",1
177975,45,1,4,419,"2017-11-07 10:14:19","2017-11-07 10:14:30",1
112271,29,1,20,213,"2017-11-07 01:45:49","2017-11-07 13:15:15",1
224916,103,1,19,213,"2017-11-08 12:16:54","2017-11-08 12:18:44",1
152799,72,1,13,101,"2017-11-07 06:17:18","2017-11-07 06:29:27",1
354266,5,1,30,113,"2017-11-09 04:43:03","2017-11-09 04:43:30",1
160155,29,1,19,101,"2017-11-07 07:30:54","2017-11-07 07:31:15",1
18204,107,1,19,171,"2017-11-08 02:04:55","2017-11-08 06:12:02",1
185536,39,1,19,101,"2017-11-08 11:15:04","2017-11-08 11:18:39",1
5348,19,0,29,213,"2017-11-07 14:17:49","2017-11-07 14:17:52",1
38943,19,116,0,282,"2017-11-09 00:43:41","2017-11-09 00:44:51",1
167515,29,1,19,213,"2017-11-06 17:18:36","2017-11-06 17:19:04",1
246211,19,579,29,213,"2017-11-08 12:50:42","2017-11-08 12:51:58",1
272901,72,1,3,101,"2017-11-08 13:54:10","2017-11-08 13:55:49",1
7350,35,1,19,21,"2017-11-08 00:59:09","2017-11-08 01:07:33",1
325132,10,1,37,113,"2017-11-09 05:02:02","2017-11-09 05:02:33",1
53389,35,1,19,21,"2017-11-07 03:03:16","2017-11-07 03:05:13",1
253653,20,1,19,478,"2017-11-07 23:18:18","2017-11-08 09:06:37",1
253979,29,1,13,333,"2017-11-08 01:17:21","2017-11-08 01:23:34",1
32463,19,188,29,213,"2017-11-07 00:16:23","2017-11-07 04:09:58",1
344551,18,1,25,449,"2017-11-09 03:45:40","2017-11-09 06:05:22",1
171892,208,1,19,113,"2017-11-07 00:36:59","2017-11-07 00:39:43",1
251223,45,1,13,213,"2017-11-08 07:59:37","2017-11-08 08:03:26",1
258509,18,1,16,439,"2017-11-08 03:12:13","2017-11-08 06:23:29",1
133843,15,1,13,130,"2017-11-07 02:48:39","2017-11-07 03:01:55",1
161034,8,1,13,145,"2017-11-07 03:12:15","2017-11-07 05:30:55",1
161986,35,1,25,274,"2017-11-07 11:29:22","2017-11-07 13:01:41",1
187652,39,1,18,213,"2017-11-07 01:25:43","2017-11-07 01:35:27",1
344113,9,1,19,466,"2017-11-08 18:14:45","2017-11-09 03:48:19",1
182605,29,1,19,101,"2017-11-07 14:33:22","2017-11-07 14:35:55",1
103059,19,36,0,213,"2017-11-08 07:10:15","2017-11-08 07:15:56",1
44067,19,0,38,213,"2017-11-09 11:41:11","2017-11-09 11:42:06",1
60666,19,0,0,347,"2017-11-09 09:31:16","2017-11-09 10:13:19",1
343178,29,2,19,213,"2017-11-09 12:02:56","2017-11-09 12:03:50",1
69145,72,1,22,101,"2017-11-08 00:42:52","2017-11-08 02:38:22",1
157074,35,1,13,274,"2017-11-07 03:00:36","2017-11-07 03:33:02",1
75443,9,1,19,466,"2017-11-09 14:12:55","2017-11-09 14:53:22",1
31859,29,1,15,213,"2017-11-07 15:45:36","2017-11-07 15:48:34",1
253761,45,1,47,419,"2017-11-08 05:10:55","2017-11-08 05:11:04",1
11467,19,0,0,347,"2017-11-09 05:05:51","2017-11-09 05:27:49",1
4865,19,0,24,213,"2017-11-09 02:11:00","2017-11-09 02:12:43",1
240046,29,1,13,213,"2017-11-08 03:15:17","2017-11-08 03:16:13",1
346097,19,16,0,213,"2017-11-09 15:27:07","2017-11-09 15:28:15",1
347722,19,0,0,213,"2017-11-09 13:02:11","2017-11-09 13:03:34",1
6192,35,1,19,21,"2017-11-08 02:58:10","2017-11-08 03:35:42",1
163333,10,1,27,113,"2017-11-07 08:07:35","2017-11-07 08:08:09",1
5348,19,40,24,213,"2017-11-09 10:47:39","2017-11-09 10:47:54",1
344369,9,2,13,445,"2017-11-09 06:01:22","2017-11-09 11:50:42",1
89457,19,0,24,343,"2017-11-08 12:11:11","2017-11-08 15:26:07",1
62779,19,0,24,213,"2017-11-07 08:14:40","2017-11-07 12:52:45",1
210641,8,1,13,145,"2017-11-06 21:00:30","2017-11-07 00:15:11",1
14888,35,1,17,274,"2017-11-07 10:35:40","2017-11-07 11:37:53",1
325066,19,0,21,213,"2017-11-09 05:43:26","2017-11-09 05:45:04",1
182506,35,1,13,274,"2017-11-09 06:49:49","2017-11-09 10:18:07",1
7909,8,1,13,145,"2017-11-07 01:49:17","2017-11-07 05:57:39",1
15195,3,1,32,114,"2017-11-08 01:17:20","2017-11-08 01:17:35",1
65214,19,0,29,347,"2017-11-09 10:53:28","2017-11-09 12:08:01",1
229974,10,1,27,113,"2017-11-08 04:17:41","2017-11-08 04:18:08",1
57153,19,0,21,213,"2017-11-08 23:47:40","2017-11-09 02:13:48",1
284465,19,0,24,347,"2017-11-08 10:54:12","2017-11-08 11:17:24",1
346860,145,50,0,320,"2017-11-09 13:03:36","2017-11-09 13:04:59",1
63776,35,1,19,274,"2017-11-08 03:07:41","2017-11-08 03:35:22",1
56317,50,0,0,213,"2017-11-09 02:28:45","2017-11-09 08:56:28",1
95207,18,1,13,121,"2017-11-07 10:56:40","2017-11-07 13:40:35",1
46364,9,1,12,489,"2017-11-09 03:34:38","2017-11-09 07:28:37",1
305220,19,581,24,213,"2017-11-09 15:03:23","2017-11-09 15:05:43",1
140132,29,1,27,213,"2017-11-07 10:42:23","2017-11-07 10:43:47",1
187270,103,1,19,379,"2017-11-06 21:29:49","2017-11-06 21:30:47",1
137509,35,1,13,21,"2017-11-09 07:09:29","2017-11-09 09:03:22",1
85536,15,1,13,265,"2017-11-08 10:44:28","2017-11-08 10:47:46",1
247999,10,1,36,113,"2017-11-08 15:55:30","2017-11-08 15:56:03",1
211731,19,0,24,213,"2017-11-08 15:30:44","2017-11-08 15:32:29",1
271206,19,56,24,213,"2017-11-08 13:59:09","2017-11-08 14:00:05",1
34399,19,0,24,347,"2017-11-06 17:00:27","2017-11-06 23:58:31",1
166691,19,0,24,213,"2017-11-07 11:40:49","2017-11-07 11:41:50",1
35308,96,0,0,213,"2017-11-08 00:54:51","2017-11-08 00:59:05",1
116718,19,0,24,213,"2017-11-07 10:05:58","2017-11-07 11:22:32",1
272590,19,109,29,282,"2017-11-08 14:16:55","2017-11-08 14:17:26",1
202934,83,0,0,171,"2017-11-07 00:50:26","2017-11-07 01:35:31",1
214819,10,1,36,113,"2017-11-08 01:05:16","2017-11-08 01:05:50",1
116785,19,0,0,213,"2017-11-08 23:38:58","2017-11-08 23:59:05",1
353320,10,1,36,113,"2017-11-09 12:49:29","2017-11-09 12:49:58",1
327799,5,1,47,113,"2017-11-09 09:51:40","2017-11-09 09:52:13",1
254738,45,1,43,419,"2017-11-08 14:02:36","2017-11-08 14:02:51",1
295505,19,351,21,282,"2017-11-09 01:03:09","2017-11-09 01:04:00",1
221917,10,1,7,113,"2017-11-08 09:09:20","2017-11-08 09:09:41",1
137168,19,60,38,213,"2017-11-07 01:33:50","2017-11-07 01:34:22",1
52118,19,0,0,282,"2017-11-08 01:44:49","2017-11-08 01:46:26",1
322854,19,74,24,333,"2017-11-09 10:33:55","2017-11-09 10:38:02",1
215229,19,0,24,213,"2017-11-08 12:41:31","2017-11-08 12:47:19",1
5314,18,1,19,107,"2017-11-08 12:23:04","2017-11-08 12:23:06",1
94466,29,1,9,213,"2017-11-07 15:35:15","2017-11-07 15:36:50",1
31277,202,1,16,421,"2017-11-07 12:52:42","2017-11-07 14:28:28",1
102174,29,1,19,213,"2017-11-07 06:41:39","2017-11-07 08:08:00",1
29016,19,0,24,347,"2017-11-08 13:10:00","2017-11-08 14:55:24",1
179136,34,1,14,243,"2017-11-07 07:55:44","2017-11-07 07:57:47",1
24458,35,1,13,21,"2017-11-08 01:49:07","2017-11-08 06:23:40",1
196491,35,1,22,274,"2017-11-09 09:01:35","2017-11-09 09:18:23",1
149586,83,0,24,171,"2017-11-07 12:01:09","2017-11-07 12:06:46",1
201234,19,0,0,347,"2017-11-09 09:07:34","2017-11-09 09:42:54",1
104110,19,97,24,213,"2017-11-08 08:17:14","2017-11-08 08:19:39",1
93996,11,1,19,487,"2017-11-09 06:26:21","2017-11-09 06:38:34",1
120259,3,1,15,280,"2017-11-07 05:37:18","2017-11-07 07:26:43",1
234788,29,1,15,213,"2017-11-08 05:45:41","2017-11-08 05:48:16",1
218863,5,1,43,113,"2017-11-08 05:04:20","2017-11-08 05:04:58",1
2948,45,1,2,419,"2017-11-09 14:30:44","2017-11-09 14:30:54",1
193539,35,1,19,21,"2017-11-07 06:51:59","2017-11-07 08:20:01",1
76989,19,4,38,213,"2017-11-08 09:49:15","2017-11-08 10:29:01",1
260439,29,1,10,333,"2017-11-08 13:48:31","2017-11-08 13:49:55",1
20806,29,1,17,213,"2017-11-09 01:12:09","2017-11-09 01:13:01",1
86812,58,1,14,120,"2017-11-08 02:44:08","2017-11-08 04:35:54",1
218061,45,1,26,5,"2017-11-08 06:19:39","2017-11-08 06:19:51",1
272638,10,1,4,113,"2017-11-09 08:56:45","2017-11-09 08:57:08",1
215624,5,1,61,113,"2017-11-08 06:21:42","2017-11-08 06:22:10",1
164933,19,0,21,213,"2017-11-07 14:32:27","2017-11-07 14:33:31",1
180418,19,0,59,268,"2017-11-07 10:33:33","2017-11-07 14:55:56",1
17460,9,1,13,489,"2017-11-09 03:52:26","2017-11-09 03:52:48",1
224428,108,1,23,243,"2017-11-08 14:19:50","2017-11-08 14:40:50",1
177515,19,97,24,213,"2017-11-07 02:53:43","2017-11-07 02:54:59",1
111025,10,1,19,377,"2017-11-07 13:45:35","2017-11-07 13:46:28",1
271415,125,0,748,341,"2017-11-07 22:24:02","2017-11-07 23:11:40",1
163797,19,180,29,213,"2017-11-07 13:15:34","2017-11-07 13:17:15",1
297552,29,1,10,213,"2017-11-09 12:37:24","2017-11-09 12:40:10",1
48337,107,1,13,171,"2017-11-06 23:30:54","2017-11-07 07:52:55",1
40654,60,1,13,21,"2017-11-09 09:08:54","2017-11-09 10:57:44",1
303879,10,1,27,113,"2017-11-09 08:58:59","2017-11-09 08:59:35",1
335367,29,1,6,213,"2017-11-09 12:29:52","2017-11-09 12:31:04",1
8180,3,1,6,173,"2017-11-07 04:32:51","2017-11-07 04:33:40",1
85364,35,1,13,21,"2017-11-07 00:38:43","2017-11-07 09:07:51",1
176243,45,1,10,5,"2017-11-07 08:21:55","2017-11-07 08:22:08",1
115655,19,0,29,213,"2017-11-09 00:16:38","2017-11-09 00:18:24",1
264987,19,0,24,213,"2017-11-08 05:02:06","2017-11-08 05:03:30",1
120148,9,1,25,445,"2017-11-08 05:28:17","2017-11-08 13:08:33",1
174091,5,1,30,113,"2017-11-07 08:35:54","2017-11-07 08:36:30",1
180702,10,1,7,113,"2017-11-07 11:10:18","2017-11-07 11:10:53",1
11967,9,1,25,445,"2017-11-07 23:04:31","2017-11-08 06:43:39",1
304428,108,1,19,243,"2017-11-09 14:15:31","2017-11-09 14:22:16",1
325318,10,1,47,113,"2017-11-09 04:21:02","2017-11-09 04:21:34",1
71579,35,1,19,21,"2017-11-08 01:14:10","2017-11-08 01:21:48",1
204203,19,0,0,213,"2017-11-07 01:49:08","2017-11-07 01:50:04",1
115265,35,1,17,21,"2017-11-08 05:48:13","2017-11-08 06:04:27",1
177454,3,1,13,280,"2017-11-08 04:46:48","2017-11-08 08:57:28",1
313069,19,0,866,282,"2017-11-09 05:27:17","2017-11-09 05:28:52",1
186843,35,1,17,274,"2017-11-07 02:46:03","2017-11-07 05:19:36",1
209480,45,1,7,465,"2017-11-07 03:18:30","2017-11-07 03:18:39",1
102511,48,1,13,213,"2017-11-07 02:25:03","2017-11-07 02:28:42",1
233379,19,0,24,347,"2017-11-08 06:58:40","2017-11-08 10:01:21",1
199488,12,1,20,265,"2017-11-06 23:00:10","2017-11-07 07:12:58",1
16535,19,0,24,347,"2017-11-08 10:17:16","2017-11-08 10:39:19",1
286897,39,1,19,101,"2017-11-08 14:02:24","2017-11-08 14:22:43",1
243534,19,21,24,213,"2017-11-08 11:04:49","2017-11-08 15:42:47",1
199733,29,1,13,213,"2017-11-07 11:10:09","2017-11-07 11:13:21",1
5314,10,1,1,113,"2017-11-07 23:21:15","2017-11-08 00:01:03",1
113865,19,0,21,213,"2017-11-08 04:35:26","2017-11-08 13:14:18",1
55142,35,1,19,21,"2017-11-08 03:38:31","2017-11-08 03:40:54",1
5729,19,0,0,347,"2017-11-07 07:33:23","2017-11-07 07:35:47",1
83309,35,1,19,274,"2017-11-07 05:57:50","2017-11-07 09:03:35",1
97935,62,1,19,21,"2017-11-08 07:05:24","2017-11-08 11:38:39",1
95347,35,1,15,274,"2017-11-08 03:04:29","2017-11-08 04:38:38",1
188617,72,1,19,101,"2017-11-07 05:30:45","2017-11-07 05:34:58",1
357344,84,0,866,101,"2017-11-09 07:02:40","2017-11-09 07:21:55",1
211364,35,1,19,274,"2017-11-06 23:59:00","2017-11-07 07:47:54",1
272464,5,1,30,113,"2017-11-08 14:27:49","2017-11-08 14:28:21",1
336297,19,0,21,213,"2017-11-08 21:04:30","2017-11-08 21:06:07",1
42074,19,0,0,213,"2017-11-08 23:44:31","2017-11-08 23:45:22",1
308431,19,0,21,213,"2017-11-09 06:44:16","2017-11-09 06:45:06",1
131817,19,6,29,213,"2017-11-07 12:59:11","2017-11-07 13:00:22",1
5314,83,0,21,171,"2017-11-06 23:07:45","2017-11-06 23:16:28",1
236040,19,0,0,213,"2017-11-08 14:29:55","2017-11-08 14:30:55",1
318873,19,97,24,213,"2017-11-09 08:44:56","2017-11-09 08:46:04",1
147184,5,1,61,113,"2017-11-07 07:04:38","2017-11-07 07:05:11",1
179080,116,1,35,101,"2017-11-07 04:30:20","2017-11-07 04:30:44",1
178824,5,1,27,113,"2017-11-07 08:49:16","2017-11-07 08:49:54",1
311255,8,1,19,145,"2017-11-09 04:34:37","2017-11-09 08:34:40",1
244431,19,0,24,213,"2017-11-08 14:08:55","2017-11-08 14:09:52",1
351158,29,1,19,213,"2017-11-09 13:27:29","2017-11-09 13:32:51",1
88914,32,1,19,21,"2017-11-07 14:31:43","2017-11-07 15:12:59",1
358438,34,1,13,243,"2017-11-08 23:33:47","2017-11-08 23:53:53",1
263187,29,1,26,101,"2017-11-08 07:03:04","2017-11-08 07:03:53",1
268081,45,1,17,5,"2017-11-08 11:23:36","2017-11-08 11:25:09",1
346361,115,1,22,203,"2017-11-09 15:14:10","2017-11-09 15:15:34",1
265917,19,0,24,213,"2017-11-08 10:09:20","2017-11-08 10:15:57",1
336420,5,1,7,113,"2017-11-09 11:48:37","2017-11-09 11:49:13",1
351271,29,1,19,213,"2017-11-09 08:01:54","2017-11-09 08:07:09",1
93542,19,0,0,347,"2017-11-07 03:14:10","2017-11-07 03:17:23",1
256295,5,1,4,113,"2017-11-08 12:06:31","2017-11-08 12:07:07",1
5281,35,1,13,21,"2017-11-09 00:19:02","2017-11-09 00:21:23",1
260575,45,1,18,5,"2017-11-08 06:21:05","2017-11-08 06:21:17",1
288079,261,0,0,243,"2017-11-09 09:23:05","2017-11-09 09:24:31",1
242468,45,1,19,5,"2017-11-09 10:19:18","2017-11-09 11:20:15",1
257270,19,0,29,213,"2017-11-08 14:56:48","2017-11-08 14:58:38",1
232820,19,16,0,213,"2017-11-08 15:37:12","2017-11-08 15:37:58",1
6481,5,1,13,377,"2017-11-08 04:57:34","2017-11-08 15:09:40",1
